ID Caso	ID Caso Relacionado	Año	Mes	Día	Código DANE de Municipio	Municipio	Departamento	Región	Modalidad	Presunto Responsable	Descripción Presunto Responsable	Abandono o Despojo Forzado de Tierras	Amenaza o Intimidación	Ataque Contra Misión Médica	Confinamiento o Restricción a la Movilidad	Desplazamiento Forzado	Extorsión	Lesionados Civiles	Pillaje	Tortura	Violencia Basada en Género	Otro Hecho Simultáneo	Total Combatientes	Total Civiles	Total de Víctimas del Caso	Tipo de Armas	Latitud	Longitud
185355	CR005038	2002	10	28	81001	ARAUCA	ARAUCA	LLANOS ORIENTALES	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	7	0	0			2	0	2	ARTEFACTO EXPLOSIVO	7.077358544	-70.74635031
185356	CR005100	2002	10	28	08001	BARRANQUILLA	ATLANTICO	NORTE DE ATLANTICO	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	33	0	0			0	0	0	ARTEFACTO EXPLOSIVO	10.97592682	-74.79525905
185357	CR005157	2002	11	13	54001	CUCUTA	NORTE DE SANTANDER	AREA METROPOLITANA DE CUCUTA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	ELN	0	0	0	0	0	0	3	0	0			0	0	0	ARTEFACTO EXPLOSIVO	7.905306295	-72.5082562
185358	CR005104	2002	11	14	25224	CUCUNUBA	CUNDINAMARCA	ALTIPLANO CUNDIBOYACENSE	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	ELN	0	0	0	0	0	0	4	0	0			0	0	0	ARTEFACTO EXPLOSIVO	5.249767987	-73.76621533
185359	CR048326	2002	11	16	47001	SANTA MARTA	MAGDALENA	SIERRA NEVADA DE SANTA MARTA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	6	0	0			0	2	2	ARTEFACTO EXPLOSIVO	11.2294335	-74.19089412
185360	CR005162	2002	12	16	41001	NEIVA	HUILA	NORTE DEL HUILA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	21	0	0			0	1	1	ARTEFACTO EXPLOSIVO	2.935604415	-75.27772259
185361	CR005119	2003	01	09	81300	FORTUL	ARAUCA	SARARE	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	14	0	0			0	4	4	ARTEFACTO EXPLOSIVO	6.797075753	-71.7685578
185362	CR005120	2003	01	16	05001	MEDELLIN	ANTIOQUIA	VALLE DE ABURRA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	27	0	0			0	5	5	ARTEFACTO EXPLOSIVO	6.246715564	-75.58171333
185363	CR005125	2003	01	25	18753	SAN VICENTE DEL CAGUAN	CAQUETA	CAGUAN	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	6	0	0			0	0	0	ARTEFACTO EXPLOSIVO	2.119786131	-74.76734058
185364	CR005132	2003	02	07	11001	"BOGOTA, D.C."	"BOGOTA, D. C."	AREA METROPOLITANA DE BOGOTA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	200	0	0			0	36	36	ARTEFACTO EXPLOSIVO	4.65017303	-74.107359
185365	CR005152	2003	03	05	54001	CUCUTA	NORTE DE SANTANDER	AREA METROPOLITANA DE CUCUTA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	ELN	0	0	0	0	0	0	70	0	0			0	13	13	ARTEFACTO EXPLOSIVO	7.905306295	-72.5082562
185366	CR005126	2003	05	25	95015	CALAMAR	GUAVIARE	ARIARI GUAYABERO	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GRUPO ARMADO NO IDENTIFICADO	NO APLICA	0	0	0	0	0	0	3	0	0			0	1	1	ARTEFACTO EXPLOSIVO	1.960108633	-72.655172
185367	CR047087	2003	07	02	41359	ISNOS	HUILA	SUR DEL HUILA	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	9	0	0			1	0	1	ARTEFACTO EXPLOSIVO	1.92946706	-76.21763745
185368		2003	07	05	18256	EL PAUJIL	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	17	0	0			0	0	0	ARTEFACTO EXPLOSIVO	1.570373283	-75.32612346
185369		2003	07	08	18256	EL PAUJIL	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	3	0	0			0	1	1	ARTEFACTO EXPLOSIVO	1.570373283	-75.32612346
185370	CR005144	2003	07	17	81001	ARAUCA	ARAUCA	LLANOS ORIENTALES	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			0	0	0	ARTEFACTO EXPLOSIVO	7.077358544	-70.74635031
185371	CR005168	2003	07	31	15757	SOCHA	BOYACA	ALTIPLANO CUNDIBOYACENSE	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	15	0	0			0	0	0	ARTEFACTO EXPLOSIVO	5.996713021	-72.69196586
185372	CR047110	2003	08	10	50689	SAN MARTIN	META	PIEDEMONTE LLANERO	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	20	0	0			0	1	1	ARTEFACTO EXPLOSIVO	3.701879876	-73.69561782
185373	CR048988	2003	08	24	50590	PUERTO RICO	META	ARIARI GUAYABERO	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	39	0	0			0	0	5	ARTEFACTO EXPLOSIVO	2.939743676	-73.20651333
185374	CR005164	2003	09	10	15183	CHITA	BOYACA	ALTIPLANO CUNDIBOYACENSE	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	15	0	0			0	8	9	ARTEFACTO EXPLOSIVO	6.187082996	-72.47189235
185375	CR005109	2003	10	08	11001	"BOGOTA, D.C."	"BOGOTA, D. C."	AREA METROPOLITANA DE BOGOTA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	19	0	0			2	4	6	ARTEFACTO EXPLOSIVO	4.65017303	-74.107359
185376		2003	10	14	81736	SARAVENA	ARAUCA	SARARE	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	5	0	0			0	0	0	ARTEFACTO EXPLOSIVO	6.95385957	-71.87233343
185377	CR005041	2003	10	15	81300	FORTUL	ARAUCA	SARARE	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	4	0	0			0	1	1	ARTEFACTO EXPLOSIVO	6.797075753	-71.7685578
185378		2003	10	16	81300	FORTUL	ARAUCA	SARARE	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	3	0	0			0	2	2	ARTEFACTO EXPLOSIVO	6.797075753	-71.7685578
185379	CR005151	2003	10	22	86865	VALLE DEL GUAMUEZ	PUTUMAYO	BAJO PUTUMAYO	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GRUPO ARMADO NO IDENTIFICADO	NO APLICA	0	0	0	0	0	0	13	0	0			0	2	2	ARTEFACTO EXPLOSIVO	0.423904093	-76.9059688
185381	CR005150	2003	10	25	05887	YARUMAL	ANTIOQUIA	NORTE DE ANTIOQUIA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	1	12	0	0			0	7	7	ARTEFACTO EXPLOSIVO	6.963872352	-75.41883314
185382	CR018227	2003	10	26	05887	YARUMAL	ANTIOQUIA	NORTE DE ANTIOQUIA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	11	0	0			0	5	5	ARTEFACTO EXPLOSIVO	6.963872352	-75.41883314
185383		2003	11	10	05361	ITUANGO	ANTIOQUIA	NORTE DE ANTIOQUIA	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	9	0	0			0	0	0	ARTEFACTO EXPLOSIVO	7.17162903	-75.76467317
185384		2003	11	27	81794	TAME	ARAUCA	SARARE	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	3	0	0			0	1	1	ARTEFACTO EXPLOSIVO	6.449379486	-71.75861086
185385		2003	11	27	81794	TAME	ARAUCA	SARARE	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GRUPO ARMADO NO IDENTIFICADO	NO APLICA	0	0	0	0	0	0	4	0	0			0	2	2	ARTEFACTO EXPLOSIVO	6.449379486	-71.75861086
185386		2003	12	16	08001	BARRANQUILLA	ATLANTICO	NORTE DE ATLANTICO	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	73	0	0			0	1	1	ARTEFACTO EXPLOSIVO	10.97592682	-74.79525905
185387	CR005101	2004	05	02	11001	"BOGOTA, D.C."	"BOGOTA, D. C."	AREA METROPOLITANA DE BOGOTA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	11	0	0			0	0	0	ARTEFACTO EXPLOSIVO	4.65017303	-74.107359
185388	CR005107	2004	05	04	81794	TAME	ARAUCA	SARARE	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	37	0	0			0	2	2	ARTEFACTO EXPLOSIVO	6.449379486	-71.75861086
185389	CR005106	2004	05	15	05667	SAN RAFAEL	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	14	0	0			0	1	1	ARTEFACTO EXPLOSIVO	6.293754876	-75.02798382
185390	CR005108	2004	05	22	05649	SAN CARLOS	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GRUPO PARAMILITAR	AUTODEFENSAS UNIDAS DE COLOMBIA AUC	0	0	0	0	0	0	14	0	0			0	3	3	ARTEFACTO EXPLOSIVO	6.187991569	-74.98795256
185391	CR005115	2004	05	23	05045	APARTADO	ANTIOQUIA	URABA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	26	0	0			0	7	7	ARTEFACTO EXPLOSIVO	7.883417406	-76.62596065
185392	CR005169	2005	05	03	81736	SARAVENA	ARAUCA	SARARE	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			0	0	0	ARTEFACTO EXPLOSIVO	6.95385957	-71.87233343
185393		2005	08	06	81001	ARAUCA	ARAUCA	LLANOS ORIENTALES	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	26	0	0			0	1	1	ARTEFACTO EXPLOSIVO	7.077358544	-70.74635031
185395	CR005110	2005	11	25	18001	FLORENCIA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GRUPO PARAMILITAR	AUTODEFENSAS UNIDAS DE COLOMBIA AUC	0	0	1	0	0	0	36	0	0			0	1	1	ARTEFACTO EXPLOSIVO	1.61792293	-75.60856043
185396	CR005176	2006	03	06	18753	SAN VICENTE DEL CAGUAN	CAQUETA	CAGUAN	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	7	0	0			1	3	4	ARTEFACTO EXPLOSIVO	2.119786131	-74.76734058
185397	CR010018	2006	04	06	11001	"BOGOTA, D.C."	"BOGOTA, D. C."	AREA METROPOLITANA DE BOGOTA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	22	0	0			0	3	3	ARTEFACTO EXPLOSIVO	4.65017303	-74.107359
185398	CR047498	2006	08	04	76001	CALI	VALLE DEL CAUCA	SUR DEL VALLE	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	9	0	0			6	1	7	ARTEFACTO EXPLOSIVO	3.414414305	-76.52156515
185399		2006	08	18	76109	BUENAVENTURA	VALLE DEL CAUCA	ANDEN PACIFICO SUR	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	13	0	0			0	1	1	ARTEFACTO EXPLOSIVO	3.875802437	-77.0117402
185400	CR010020	2006	10	19	11001	"BOGOTA, D.C."	"BOGOTA, D. C."	AREA METROPOLITANA DE BOGOTA	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	20	0	0			0	0	0	ARTEFACTO EXPLOSIVO	4.65017303	-74.107359
185401	CR2017185401	2007	01	21	76109	BUENAVENTURA	VALLE DEL CAUCA	ANDEN PACIFICO SUR	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	14	0	0			2	4	6	ARTEFACTO EXPLOSIVO	3.875802437	-77.0117402
185402		2007	02	09	76109	BUENAVENTURA	VALLE DEL CAUCA	ANDEN PACIFICO SUR	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	8	0	0			0	1	1	ARTEFACTO EXPLOSIVO	3.875802437	-77.0117402
185403	CR011112	2007	03	01	41001	NEIVA	HUILA	NORTE DEL HUILA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	10	0	0			0	0	0	ARTEFACTO EXPLOSIVO	2.935604415	-75.27772259
185404	CR005153	2007	10	22	86568	PUERTO ASIS	PUTUMAYO	BAJO PUTUMAYO	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	7	0	0			0	2	2	ARTEFACTO EXPLOSIVO	0.505046722	-76.49727285
185405		2008	06	09	11001	"BOGOTA, D.C."	"BOGOTA, D. C."	AREA METROPOLITANA DE BOGOTA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	1	0	0	0	1	1	0	0			0	1	1	ARTEFACTO EXPLOSIVO	4.65017303	-74.107359
185406	CR018223	2008	08	14	05361	ITUANGO	ANTIOQUIA	NORTE DE ANTIOQUIA	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	51	0	0			0	7	7	ARTEFACTO EXPLOSIVO	7.17162903	-75.76467317
185407		2008	08	19	05667	SAN RAFAEL	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	1	1	ARTEFACTO EXPLOSIVO	6.293754876	-75.02798382
185408	CR018225	2008	12	14	05667	SAN RAFAEL	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	11	0	0			0	0	0	ARTEFACTO EXPLOSIVO	6.293754876	-75.02798382
185409	CR002076	2009	01	13	52621	ROBERTO PAYAN	NARIÑO	ANDEN PACIFICO SUR	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	8	0	0			0	5	5	ARMA DE FUEGO - ARTEFACTO EXPLOSIVO	1.697744768	-78.24566252
185410		2009	01	29	11001	"BOGOTA, D.C."	"BOGOTA, D. C."	AREA METROPOLITANA DE BOGOTA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	1	12	0	0			0	2	2	ARTEFACTO EXPLOSIVO	4.65017303	-74.107359
185411		2009	02	01	76001	CALI	VALLE DEL CAUCA	SUR DEL VALLE	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GRUPO ARMADO NO IDENTIFICADO	NO APLICA	0	0	0	0	0	0	12	0	0			0	2	2	ARTEFACTO EXPLOSIVO	3.414414305	-76.52156515
185412		2009	02	12	54206	CONVENCION	NORTE DE SANTANDER	CATATUMBO	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	ELN	0	0	0	0	0	0	15	0	0			3	6	9	ARTEFACTO EXPLOSIVO	8.470368933	-73.33720845
185413	CR018304	2009	03	28	05045	APARTADO	ANTIOQUIA	URABA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GRUPO ARMADO NO IDENTIFICADO	NO APLICA	0	0	0	0	0	0	15	0	0			0	0	0	ARTEFACTO EXPLOSIVO	7.883417406	-76.62596065
185414	CR000025	2009	05	09	52678	SAMANIEGO	NARIÑO	OCCIDENTE DE NARIÑO	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	ELN	0	0	0	0	0	0	0	0	0			0	0	0	ARTEFACTO EXPLOSIVO	1.335351879	-77.59445713
185415	CR035022	2010	03	24	76109	BUENAVENTURA	VALLE DEL CAUCA	ANDEN PACIFICO SUR	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	50	0	0			2	7	9	ARTEFACTO EXPLOSIVO	3.875802437	-77.0117402
185416	CR017103	2010	05	02	19318	GUAPI	CAUCA	ANDEN PACIFICO SUR	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GRUPO ARMADO NO IDENTIFICADO	NO APLICA	0	0	0	0	0	0	8	0	0			0	1	1	ARTEFACTO EXPLOSIVO	2.572918366	-77.88803347
185417	CR018222	2010	06	11	05045	APARTADO	ANTIOQUIA	URABA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	12	0	0			0	1	1	ARTEFACTO EXPLOSIVO	7.883417406	-76.62596065
185418	CR005096	2010	08	12	11001	"BOGOTA, D.C."	"BOGOTA, D. C."	AREA METROPOLITANA DE BOGOTA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	47	0	0			0	0	0	ARTEFACTO EXPLOSIVO	4.65017303	-74.107359
185419	CR018445	2011	03	18	54670	SAN CALIXTO	NORTE DE SANTANDER	CATATUMBO	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	1	0	1	0	0			0	3	3	ARTEFACTO EXPLOSIVO	8.40015189	-73.20605269
185420		2011	06	13	52696	SANTA BARBARA	NARIÑO	ANDEN PACIFICO SUR	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	10	0	0			0	1	1	ARTEFACTO EXPLOSIVO	2.449548194	-77.97908278
185421		2011	06	18	19001	POPAYAN	CAUCA	MACIZO COLOMBIANO	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	ELN	0	0	0	0	0	0	5	0	0			0	1	1	ARTEFACTO EXPLOSIVO	2.482503391	-76.57406468
185422	CR002067	2011	07	09	19821	TORIBIO	CAUCA	NORTE DEL CAUCA	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	99	0	0			1	3	4	ARTEFACTO EXPLOSIVO	2.951450409	-76.27112721
185423	CR005154	2011	10	02	76275	FLORIDA	VALLE DEL CAUCA	SUR DEL VALLE	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	ARTEFACTO EXPLOSIVO	3.323918106	-76.23450174
185424	CR048476	2011	12	05	44430	MAICAO	LA GUAJIRA	ALTA GUAJIRA	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	11	0	0			0	3	3	ARTEFACTO EXPLOSIVO	11.37832678	-72.24190502
185425	CR005121	2012	01	13	54810	TIBU	NORTE DE SANTANDER	CATATUMBO	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	2	0	0			0	3	3	ARTEFACTO EXPLOSIVO	8.468711125	-72.57585052
185426	CR005122	2012	01	13	52835	SAN ANDRES DE TUMACO	NARIÑO	ANDEN PACIFICO SUR	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	2	0	0			0	0	0	ARTEFACTO EXPLOSIVO	1.80711725	-78.76385415
185427	CR005166	2012	02	01	52835	SAN ANDRES DE TUMACO	NARIÑO	ANDEN PACIFICO SUR	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	64	0	0			1	8	9	ARTEFACTO EXPLOSIVO	1.80711725	-78.76385415
185428	CR011002	2012	02	02	19845	VILLA RICA	CAUCA	NORTE DEL CAUCA	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	28	0	0			1	5	6	ARTEFACTO EXPLOSIVO	3.177577927	-76.45787266
185429	CR005173	2012	02	10	19212	CORINTO	CAUCA	NORTE DEL CAUCA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	5	0	0			0	0	0	ARTEFACTO EXPLOSIVO	3.173815457	-76.26131419
185430	CR047946	2012	02	27	54250	EL TARRA	NORTE DE SANTANDER	CATATUMBO	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	6	0	0			0	0	0	ARTEFACTO EXPLOSIVO	8.576771365	-73.09484592
185431	CR005136	2012	03	23	19364	JAMBALO	CAUCA	NORTE DEL CAUCA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	2	0	0			0	0	0	ARTEFACTO EXPLOSIVO	2.777837347	-76.32387818
185432	CR018646	2012	04	21	73001	IBAGUE	TOLIMA	NORTE DEL TOLIMA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	9	0	0			0	0	0	ARTEFACTO EXPLOSIVO	4.439608991	-75.19371478
185433	CR013026	2012	04	28	52678	SAMANIEGO	NARIÑO	OCCIDENTE DE NARIÑO	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	15	0	0			0	1	1	ARTEFACTO EXPLOSIVO	1.335351879	-77.59445713
185434	CR005170	2012	06	05	52250	EL CHARCO	NARIÑO	ANDEN PACIFICO SUR	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	14	0	0			0	0	0	ARTEFACTO EXPLOSIVO	2.477550593	-78.109849
185437	CR005167	2012	08	26	50711	VISTAHERMOSA	META	ARIARI GUAYABERO	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	4	0	0			0	6	6	ARTEFACTO EXPLOSIVO	3.218280369	-73.79453841
185438		2012	10	31	76563	PRADERA	VALLE DEL CAUCA	SUR DEL VALLE	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	35	0	0			0	2	2	ARTEFACTO EXPLOSIVO	3.419827409	-76.24182023
185439	CR005172	2012	11	04	19075	BALBOA	CAUCA	PATIA	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	ARTEFACTO EXPLOSIVO	2.040478768	-77.21589814
185440		2013	03	11	19807	TIMBIO	CAUCA	MACIZO COLOMBIANO	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	12	0	0			0	0	0	ARTEFACTO EXPLOSIVO	2.349976425	-76.68423879
185441		2013	03	14	19050	ARGELIA	CAUCA	PATIA	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	11	0	0			0	0	0	ARTEFACTO EXPLOSIVO	2.256754909	-77.24945028
185442	CR005113	2013	11	29	52835	SAN ANDRES DE TUMACO	NARIÑO	ANDEN PACIFICO SUR	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	4	0	0			0	0	0	ARTEFACTO EXPLOSIVO	1.80711725	-78.76385415
185443	CR048444	2014	06	07	05001	MEDELLIN	ANTIOQUIA	VALLE DE ABURRA	ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	ARTEFACTO EXPLOSIVO	6.246715564	-75.58171333
185444		2014	07	30	19455	MIRANDA	CAUCA	NORTE DEL CAUCA	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GUERRILLA	FARC	0	0	0	0	0	0	4	0	0			0	1	1	ARTEFACTO EXPLOSIVO	3.253095405	-76.22886987
185445	CR018761	2015	05	27	52250	EL CHARCO	NARIÑO	ANDEN PACIFICO SUR	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	GRUPO ARMADO NO IDENTIFICADO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	ARTEFACTO EXPLOSIVO	2.477550593	-78.109849
185446		2015	06	14	76109	BUENAVENTURA	VALLE DEL CAUCA	ANDEN PACIFICO SUR	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	14	0	0		1 CAPTURADO	0	0	0	ARTEFACTO EXPLOSIVO	3.875802437	-77.0117402
185447		2015	06	16	52079	BARBACOAS	NARIÑO	ANDEN PACIFICO SUR	ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	7	0	0			0	0	0	ARTEFACTO EXPLOSIVO	1.670345194	-78.13989493
