ID Caso	Código DANE de Municipio	Municipio	Departamento	Año	Mes	Día	ID Persona	Sexo	Etnia	Ocupación	Calidad de la Víctima o la Baja	Tipo de Población Vulnerable	Militante Político	Fuerza o Grupo Armado Organizado al que Pertenece el Combatiente	Descripción Fuerza o Grupo Armado Organizado al que Pertenece el Combatiente	Edad	Latitud	Longitud
288399	76248	EL CERRITO	VALLE DEL CAUCA	1960	05	29	332426	HOMBRE		CAMPESINO	CIVIL	MILITANTE POLÍTICO	CONSERVADOR				3.665086498	-76.1922808
288399	76248	EL CERRITO	VALLE DEL CAUCA	1960	05	29	332427	HOMBRE		CAMPESINO	CIVIL	MILITANTE POLÍTICO	CONSERVADOR				3.665086498	-76.1922808
288399	76248	EL CERRITO	VALLE DEL CAUCA	1960	05	29	332428	HOMBRE		CAMPESINO	CIVIL	MILITANTE POLÍTICO	CONSERVADOR				3.665086498	-76.1922808
288399	76248	EL CERRITO	VALLE DEL CAUCA	1960	05	29	332429	HOMBRE		CAMPESINO	CIVIL	MILITANTE POLÍTICO	CONSERVADOR				3.665086498	-76.1922808
288399	76248	EL CERRITO	VALLE DEL CAUCA	1960	05	29	332430	HOMBRE		CAMPESINO	CIVIL	FAMILIAR DE PERSONA VULNERABLE	CONSERVADOR				3.665086498	-76.1922808
288399	76248	EL CERRITO	VALLE DEL CAUCA	1960	05	29	332431	SIN INFORMACION		CAMPESINO	CIVIL	MILITANTE POLÍTICO	CONSERVADOR				3.665086498	-76.1922808
288399	76248	EL CERRITO	VALLE DEL CAUCA	1960	05	29	332432	SIN INFORMACION		CAMPESINO	CIVIL	MILITANTE POLÍTICO	CONSERVADOR				3.665086498	-76.1922808
288399	76248	EL CERRITO	VALLE DEL CAUCA	1960	05	29	332433	SIN INFORMACION		CAMPESINO	CIVIL	MILITANTE POLÍTICO	CONSERVADOR				3.665086498	-76.1922808
288399	76248	EL CERRITO	VALLE DEL CAUCA	1960	05	29	332434	SIN INFORMACION		CAMPESINO	CIVIL	MILITANTE POLÍTICO	CONSERVADOR				3.665086498	-76.1922808
288400	17867	VICTORIA	CALDAS	1960	07	21	332508	MUJER		SIN INFORMACIÓN	CIVIL						5.447542859	-74.83622502
288400	17867	VICTORIA	CALDAS	1960	07	21	332509	HOMBRE		SIN INFORMACIÓN	CIVIL						5.447542859	-74.83622502
288400	17867	VICTORIA	CALDAS	1960	07	21	332510	MUJER		SIN INFORMACIÓN	CIVIL						5.447542859	-74.83622502
288400	17867	VICTORIA	CALDAS	1960	07	21	332511	HOMBRE		FUERZA PÚBLICA	COMBATIENTE			AGENTE DEL ESTADO	POLICÍA NACIONAL		5.447542859	-74.83622502
288400	17867	VICTORIA	CALDAS	1960	07	21	332512	HOMBRE		FUERZA PÚBLICA	COMBATIENTE			AGENTE DEL ESTADO	POLICÍA NACIONAL		5.447542859	-74.83622502
288401	73854	VALLE DE SAN JUAN	TOLIMA	1960	07	24	332545	HOMBRE		SIN INFORMACIÓN	CIVIL						4.197494	-75.115669
288401	73854	VALLE DE SAN JUAN	TOLIMA	1960	07	24	332546	HOMBRE		SIN INFORMACIÓN	CIVIL						4.197494	-75.115669
288401	73854	VALLE DE SAN JUAN	TOLIMA	1960	07	24	332547	HOMBRE		SIN INFORMACIÓN	CIVIL						4.197494	-75.115669
288401	73854	VALLE DE SAN JUAN	TOLIMA	1960	07	24	332548	HOMBRE		SIN INFORMACIÓN	CIVIL						4.197494	-75.115669
288401	73854	VALLE DE SAN JUAN	TOLIMA	1960	07	24	332549	HOMBRE		SIN INFORMACIÓN	CIVIL						4.197494	-75.115669
288401	73854	VALLE DE SAN JUAN	TOLIMA	1960	07	24	332550	HOMBRE		FUERZA PÚBLICA	COMBATIENTE			AGENTE DEL ESTADO	EJÉRCITO NACIONAL		4.197494	-75.115669
288402	73001	IBAGUE	TOLIMA	1960	08	00	332443	MUJER		CAMPESINO	CIVIL					ADULTEZ (29-59 AÑOS)	4.451921427	-75.252591
288402	73001	IBAGUE	TOLIMA	1960	08	00	332444	HOMBRE		CAMPESINO	CIVIL					ADULTEZ (29-59 AÑOS)	4.451921427	-75.252591
288402	73001	IBAGUE	TOLIMA	1960	08	00	332445	HOMBRE		CAMPESINO	CIVIL					JUVENTUD (18-28 AÑOS)	4.451921427	-75.252591
288402	73001	IBAGUE	TOLIMA	1960	08	00	332446	HOMBRE		SIN INFORMACIÓN	CIVIL					INFANCIA (6-11 AÑOS)	4.451921427	-75.252591
288402	73001	IBAGUE	TOLIMA	1960	08	00	332447	HOMBRE		SIN INFORMACIÓN	CIVIL					INFANCIA (6-11 AÑOS)	4.451921427	-75.252591
288402	73001	IBAGUE	TOLIMA	1960	08	00	332448	HOMBRE		CAMPESINO	CIVIL						4.451921427	-75.252591
288402	73001	IBAGUE	TOLIMA	1960	08	00	332449	HOMBRE		CAMPESINO	CIVIL						4.451921427	-75.252591
288402	73001	IBAGUE	TOLIMA	1960	08	00	332450	HOMBRE		CAMPESINO	CIVIL					ADULTEZ (29-59 AÑOS)	4.451921427	-75.252591
288403	76020	ALCALA	VALLE DEL CAUCA	1960	08	05	332435	HOMBRE		SIN INFORMACIÓN	CIVIL						4.6788971	-75.78297932
288403	76020	ALCALA	VALLE DEL CAUCA	1960	08	05	332436	MUJER		SIN INFORMACIÓN	CIVIL						4.6788971	-75.78297932
288403	76020	ALCALA	VALLE DEL CAUCA	1960	08	05	332437	MUJER		SIN INFORMACIÓN	CIVIL						4.6788971	-75.78297932
288403	76020	ALCALA	VALLE DEL CAUCA	1960	08	05	332438	HOMBRE		CONDUCTOR/MOTORISTA	CIVIL						4.6788971	-75.78297932
288404	50313	GRANADA	META	1960	08	06	332473	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
288404	50313	GRANADA	META	1960	08	06	332474	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
288404	50313	GRANADA	META	1960	08	06	332475	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
288404	50313	GRANADA	META	1960	08	06	332476	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
288404	50313	GRANADA	META	1960	08	06	332477	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
288404	50313	GRANADA	META	1960	08	06	332478	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
288404	50313	GRANADA	META	1960	08	06	332479	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
288404	50313	GRANADA	META	1960	08	06	332480	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
288404	50313	GRANADA	META	1960	08	06	332481	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
288404	50313	GRANADA	META	1960	08	06	332482	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
288404	50313	GRANADA	META	1960	08	06	332483	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
288404	50313	GRANADA	META	1960	08	06	332484	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
288405	66383	LA CELIA	RISARALDA	1960	08	19	332390	HOMBRE		CAMPESINO	CIVIL						4.988127679	-76.00822678
288405	66383	LA CELIA	RISARALDA	1960	08	19	332391	HOMBRE		CAMPESINO	CIVIL					JUVENTUD (18-28 AÑOS)	4.988127679	-76.00822678
288405	66383	LA CELIA	RISARALDA	1960	08	19	332392	HOMBRE		CAMPESINO	CIVIL					ADULTEZ (29-59 AÑOS)	4.988127679	-76.00822678
288405	66383	LA CELIA	RISARALDA	1960	08	19	332393	HOMBRE		CAMPESINO	CIVIL					JUVENTUD (18-28 AÑOS)	4.988127679	-76.00822678
288406	76497	OBANDO	VALLE DEL CAUCA	1960	08	23	311002	MUJER		SIN INFORMACIÓN	CIVIL						4.597588666	-75.9491997
288406	76497	OBANDO	VALLE DEL CAUCA	1960	08	23	332523	HOMBRE		SIN INFORMACIÓN	CIVIL						4.597588666	-75.9491997
288406	76497	OBANDO	VALLE DEL CAUCA	1960	08	23	332524	MUJER		SIN INFORMACIÓN	CIVIL						4.597588666	-75.9491997
288406	76497	OBANDO	VALLE DEL CAUCA	1960	08	23	332525	HOMBRE		SIN INFORMACIÓN	CIVIL						4.597588666	-75.9491997
288406	76497	OBANDO	VALLE DEL CAUCA	1960	08	23	332526	HOMBRE		SIN INFORMACIÓN	CIVIL						4.597588666	-75.9491997
288407	50683	SAN JUAN DE ARAMA	META	1960	09	00	332399	HOMBRE		CAMPESINO	CIVIL	FAMILIAR DE PERSONA VULNERABLE					3.373728	-73.875832
288407	50683	SAN JUAN DE ARAMA	META	1960	09	00	332400	HOMBRE		CAMPESINO	CIVIL	FAMILIAR DE PERSONA VULNERABLE					3.373728	-73.875832
288407	50683	SAN JUAN DE ARAMA	META	1960	09	00	332401	HOMBRE		CAMPESINO	CIVIL	FAMILIAR DE PERSONA VULNERABLE					3.373728	-73.875832
288407	50683	SAN JUAN DE ARAMA	META	1960	09	00	332402	HOMBRE		CAMPESINO	CIVIL	FAMILIAR DE PERSONA VULNERABLE					3.373728	-73.875832
288407	50683	SAN JUAN DE ARAMA	META	1960	09	00	332403	SIN INFORMACION		CAMPESINO	CIVIL						3.373728	-73.875832
288407	50683	SAN JUAN DE ARAMA	META	1960	09	00	332404	SIN INFORMACION		CAMPESINO	CIVIL						3.373728	-73.875832
288408	68572	PUENTE NACIONAL	SANTANDER	1960	09	30	332416	HOMBRE		SIN INFORMACIÓN	CIVIL					PRIMERA INFANCIA (0-5 AÑOS)	5.87836	-73.677554
288408	68572	PUENTE NACIONAL	SANTANDER	1960	09	30	332417	HOMBRE		SIN INFORMACIÓN	CIVIL					INFANCIA (6-11 AÑOS)	5.87836	-73.677554
288408	68572	PUENTE NACIONAL	SANTANDER	1960	09	30	332418	HOMBRE		SIN INFORMACIÓN	CIVIL					ADOLESCENCIA (12-17 AÑOS)	5.87836	-73.677554
288408	68572	PUENTE NACIONAL	SANTANDER	1960	09	30	332419	HOMBRE		SIN INFORMACIÓN	CIVIL					JUVENTUD (18-28 AÑOS)	5.87836	-73.677554
288408	68572	PUENTE NACIONAL	SANTANDER	1960	09	30	332420	HOMBRE		SIN INFORMACIÓN	CIVIL					ADULTEZ (29-59 AÑOS)	5.87836	-73.677554
288408	68572	PUENTE NACIONAL	SANTANDER	1960	09	30	332421	HOMBRE		SIN INFORMACIÓN	CIVIL					JUVENTUD (18-28 AÑOS)	5.87836	-73.677554
288408	68572	PUENTE NACIONAL	SANTANDER	1960	09	30	332422	HOMBRE		SIN INFORMACIÓN	CIVIL						5.87836	-73.677554
288408	68572	PUENTE NACIONAL	SANTANDER	1960	09	30	332423	HOMBRE		SIN INFORMACIÓN	CIVIL					ADULTEZ (29-59 AÑOS)	5.87836	-73.677554
288409	68861	VELEZ	SANTANDER	1960	10	01	332519	HOMBRE		CAMPESINO	CIVIL						6.00741043	-73.69057256
288409	68861	VELEZ	SANTANDER	1960	10	01	332520	HOMBRE		CAMPESINO	CIVIL						6.00741043	-73.69057256
288409	68861	VELEZ	SANTANDER	1960	10	01	332521	HOMBRE		CAMPESINO	CIVIL						6.00741043	-73.69057256
288409	68861	VELEZ	SANTANDER	1960	10	01	332522	HOMBRE		CAMPESINO	CIVIL						6.00741043	-73.69057256
288410	05642	SALGAR	ANTIOQUIA	1960	12	13	332551	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						5.970502334	-75.98137251
288410	05642	SALGAR	ANTIOQUIA	1960	12	13	332552	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						5.970502334	-75.98137251
288410	05642	SALGAR	ANTIOQUIA	1960	12	13	332553	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						5.970502334	-75.98137251
288410	05642	SALGAR	ANTIOQUIA	1960	12	13	332554	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						5.970502334	-75.98137251
288410	05642	SALGAR	ANTIOQUIA	1960	12	13	332555	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						5.970502334	-75.98137251
439381	68720	SANTA HELENA DEL OPON	SANTANDER	1960	09	00	480593	HOMBRE		SIN INFORMACIÓN	CIVIL	FAMILIAR DE PERSONA VULNERABLE					6.339565	-73.616716
439381	68720	SANTA HELENA DEL OPON	SANTANDER	1960	09	00	480594	HOMBRE		CAMPESINO	CIVIL						6.339565	-73.616716
439381	68720	SANTA HELENA DEL OPON	SANTANDER	1960	09	00	480595	HOMBRE		CAMPESINO	CIVIL						6.339565	-73.616716
439381	68720	SANTA HELENA DEL OPON	SANTANDER	1960	09	00	480596	HOMBRE		CAMPESINO	CIVIL						6.339565	-73.616716
439381	68720	SANTA HELENA DEL OPON	SANTANDER	1960	09	00	480597	HOMBRE		CAMPESINO	CIVIL						6.339565	-73.616716
439381	68720	SANTA HELENA DEL OPON	SANTANDER	1960	09	00	480598	HOMBRE		CAMPESINO	CIVIL						6.339565	-73.616716
439381	68720	SANTA HELENA DEL OPON	SANTANDER	1960	09	00	480599	HOMBRE		CAMPESINO	CIVIL						6.339565	-73.616716
439381	68720	SANTA HELENA DEL OPON	SANTANDER	1960	09	00	480600	HOMBRE		SIN INFORMACIÓN	CIVIL	FAMILIAR DE PERSONA VULNERABLE					6.339565	-73.616716
679796	73408	LERIDA	TOLIMA	1960	11	07	730397	HOMBRE		SIN INFORMACIÓN	CIVIL		PARTIDO COMUNISTA			INFANCIA (6-11 AÑOS)	4.831296702	-75.00282138
679796	73408	LERIDA	TOLIMA	1960	11	07	730398	HOMBRE		SIN INFORMACIÓN	CIVIL						4.831296702	-75.00282138
679796	73408	LERIDA	TOLIMA	1960	11	07	730399	HOMBRE		SIN INFORMACIÓN	CIVIL		PARTIDO COMUNISTA				4.831296702	-75.00282138
679796	73408	LERIDA	TOLIMA	1960	11	07	730400	SIN INFORMACION		SIN INFORMACIÓN	CIVIL		PARTIDO COMUNISTA				4.831296702	-75.00282138
679796	73408	LERIDA	TOLIMA	1960	11	07	730401	SIN INFORMACION		SIN INFORMACIÓN	CIVIL		PARTIDO COMUNISTA				4.831296702	-75.00282138
743086	50313	GRANADA	META	1960	07	20	785747	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785748	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785749	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785750	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785751	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785752	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785753	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785754	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785755	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785756	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785757	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785758	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785759	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785760	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785761	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785762	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785763	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785764	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785765	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785766	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785767	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
743086	50313	GRANADA	META	1960	07	20	785768	SIN INFORMACION		CAMPESINO	CIVIL						3.441051399	-73.7611547
805074	05138	CAÑASGORDAS	ANTIOQUIA	1960	04	21	849113	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						6.814950023	-76.02689632
805074	05138	CAÑASGORDAS	ANTIOQUIA	1960	04	21	849114	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						6.814950023	-76.02689632
805074	05138	CAÑASGORDAS	ANTIOQUIA	1960	04	21	849115	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						6.814950023	-76.02689632
805074	05138	CAÑASGORDAS	ANTIOQUIA	1960	04	21	849116	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						6.814950023	-76.02689632
805074	05138	CAÑASGORDAS	ANTIOQUIA	1960	04	21	849117	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						6.814950023	-76.02689632
805152	05579	PUERTO BERRIO	ANTIOQUIA	1960	06	17	849337	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						6.481922267	-74.5287421
805152	05579	PUERTO BERRIO	ANTIOQUIA	1960	06	17	849338	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						6.481922267	-74.5287421
805152	05579	PUERTO BERRIO	ANTIOQUIA	1960	06	17	849339	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						6.481922267	-74.5287421
805152	05579	PUERTO BERRIO	ANTIOQUIA	1960	06	17	849340	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						6.481922267	-74.5287421
805152	05579	PUERTO BERRIO	ANTIOQUIA	1960	06	17	849341	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						6.481922267	-74.5287421
805152	05579	PUERTO BERRIO	ANTIOQUIA	1960	06	17	849342	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						6.481922267	-74.5287421
805154	05642	SALGAR	ANTIOQUIA	1960	09	19	849347	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.970502334	-75.98137251
805154	05642	SALGAR	ANTIOQUIA	1960	09	19	849348	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.970502334	-75.98137251
805154	05642	SALGAR	ANTIOQUIA	1960	09	19	849349	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.970502334	-75.98137251
805154	05642	SALGAR	ANTIOQUIA	1960	09	19	849350	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.970502334	-75.98137251
805156	05642	SALGAR	ANTIOQUIA	1960	03	07	849357	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.970502334	-75.98137251
805156	05642	SALGAR	ANTIOQUIA	1960	03	07	849358	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.970502334	-75.98137251
805156	05642	SALGAR	ANTIOQUIA	1960	03	07	849359	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.970502334	-75.98137251
805156	05642	SALGAR	ANTIOQUIA	1960	03	07	849360	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.970502334	-75.98137251
805156	05642	SALGAR	ANTIOQUIA	1960	03	07	849361	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.970502334	-75.98137251
805156	05642	SALGAR	ANTIOQUIA	1960	03	07	849362	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.970502334	-75.98137251
805157	05642	SALGAR	ANTIOQUIA	1960	09	12	849363	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.970502334	-75.98137251
805157	05642	SALGAR	ANTIOQUIA	1960	09	12	849364	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.970502334	-75.98137251
805157	05642	SALGAR	ANTIOQUIA	1960	09	12	849365	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.970502334	-75.98137251
805157	05642	SALGAR	ANTIOQUIA	1960	09	12	849366	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.970502334	-75.98137251
805157	05642	SALGAR	ANTIOQUIA	1960	09	12	849367	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.970502334	-75.98137251
805168	05861	VENECIA	ANTIOQUIA	1960	08	05	849397	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.956576355	-75.77722423
805168	05861	VENECIA	ANTIOQUIA	1960	08	05	849398	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.956576355	-75.77722423
805168	05861	VENECIA	ANTIOQUIA	1960	08	05	849399	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.956576355	-75.77722423
805168	05861	VENECIA	ANTIOQUIA	1960	08	05	849400	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.956576355	-75.77722423
815347	15632	SABOYA	BOYACA	1960	11	16	859814	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.699926051	-73.74799466
815347	15632	SABOYA	BOYACA	1960	11	16	859815	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.699926051	-73.74799466
815347	15632	SABOYA	BOYACA	1960	11	16	859816	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.699926051	-73.74799466
815347	15632	SABOYA	BOYACA	1960	11	16	859817	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.699926051	-73.74799466
815347	15632	SABOYA	BOYACA	1960	11	16	859818	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.699926051	-73.74799466
815347	15632	SABOYA	BOYACA	1960	11	16	859819	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.699926051	-73.74799466
815347	15632	SABOYA	BOYACA	1960	11	16	859820	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						5.699926051	-73.74799466
815554	63130	CALARCA	QUINDIO	1960	10	15	860239	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						4.467879428	-75.65674719
815554	63130	CALARCA	QUINDIO	1960	10	15	860240	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						4.467879428	-75.65674719
815554	63130	CALARCA	QUINDIO	1960	10	15	860241	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						4.467879428	-75.65674719
815554	63130	CALARCA	QUINDIO	1960	10	15	860242	SIN INFORMACION		TRABAJO SIN ESPECIFICAR	CIVIL						4.467879428	-75.65674719
825939	76403	LA VICTORIA	VALLE DEL CAUCA	1960	07	22	870766	HOMBRE		FUERZA PÚBLICA	COMBATIENTE			AGENTE DEL ESTADO	POLICÍA NACIONAL		4.483511142	-75.96677303
825939	76403	LA VICTORIA	VALLE DEL CAUCA	1960	07	22	870767	MUJER		FUNCIONARIO PÚBLICO	COMBATIENTE			AGENTE DEL ESTADO	POLICÍA NACIONAL		4.483511142	-75.96677303
825939	76403	LA VICTORIA	VALLE DEL CAUCA	1960	07	22	870770	MUJER		SIN INFORMACIÓN	CIVIL						4.483511142	-75.96677303
825939	76403	LA VICTORIA	VALLE DEL CAUCA	1960	07	22	870771	MUJER		SIN INFORMACIÓN	CIVIL						4.483511142	-75.96677303
825939	76403	LA VICTORIA	VALLE DEL CAUCA	1960	07	22	870772	HOMBRE		SIN INFORMACIÓN	CIVIL						4.483511142	-75.96677303
836161	25580	PULI	CUNDINAMARCA	1960	02	24	881225	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						4.691336253	-74.68074404
836161	25580	PULI	CUNDINAMARCA	1960	02	24	881226	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						4.691336253	-74.68074404
836161	25580	PULI	CUNDINAMARCA	1960	02	24	881227	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						4.691336253	-74.68074404
836161	25580	PULI	CUNDINAMARCA	1960	02	24	881231	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						4.691336253	-74.68074404
867459	50223	CUBARRAL	META	1960	04	11	914257	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						3.834631516	-74.06232494
867459	50223	CUBARRAL	META	1960	04	11	914258	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						3.834631516	-74.06232494
867459	50223	CUBARRAL	META	1960	04	11	914259	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						3.834631516	-74.06232494
867459	50223	CUBARRAL	META	1960	04	11	914261	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						3.834631516	-74.06232494
878133	68370	JORDAN	SANTANDER	1960	10	13	925521	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						6.710814846	-73.1211236
878133	68370	JORDAN	SANTANDER	1960	10	13	925522	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						6.710814846	-73.1211236
878133	68370	JORDAN	SANTANDER	1960	10	13	925524	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						6.710814846	-73.1211236
878133	68370	JORDAN	SANTANDER	1960	10	13	925525	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						6.710814846	-73.1211236
878133	68370	JORDAN	SANTANDER	1960	10	13	925526	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						6.710814846	-73.1211236
288411	25000	SIN INFORMACION	CUNDINAMARCA	1961	00	00	332556	MUJER		CAMPESINO	CIVIL						5.757799373	-72
288411	25000	SIN INFORMACION	CUNDINAMARCA	1961	00	00	332557	HOMBRE		CAMPESINO	CIVIL						5.757799373	-72
288411	25000	SIN INFORMACION	CUNDINAMARCA	1961	00	00	332558	HOMBRE		CAMPESINO	CIVIL						5.757799373	-72
288411	25000	SIN INFORMACION	CUNDINAMARCA	1961	00	00	332559	HOMBRE		CAMPESINO	CIVIL						5.757799373	-72
288413	73043	ANZOATEGUI	TOLIMA	1961	01	00	332728	HOMBRE		SIN INFORMACIÓN	CIVIL					ADULTEZ (29-59 AÑOS)	4.579843639	-75.09437851
288413	73043	ANZOATEGUI	TOLIMA	1961	01	00	332729	HOMBRE		SIN INFORMACIÓN	CIVIL					ADULTEZ (29-59 AÑOS)	4.579843639	-75.09437851
288413	73043	ANZOATEGUI	TOLIMA	1961	01	00	332730	HOMBRE		SIN INFORMACIÓN	CIVIL					JUVENTUD (18-28 AÑOS)	4.579843639	-75.09437851
288413	73043	ANZOATEGUI	TOLIMA	1961	01	00	332731	HOMBRE		SIN INFORMACIÓN	CIVIL					PRIMERA INFANCIA (0-5 AÑOS)	4.579843639	-75.09437851
288414	05736	SEGOVIA	ANTIOQUIA	1961	01	24	332716	SIN INFORMACION		SIN INFORMACIÓN	CIVIL	MILITANTE POLÍTICO	CONSERVADOR				7.26692339	-74.62163926
288414	05736	SEGOVIA	ANTIOQUIA	1961	01	24	332717	SIN INFORMACION		SIN INFORMACIÓN	CIVIL	MILITANTE POLÍTICO	CONSERVADOR				7.26692339	-74.62163926
